"MOD_NAME","ITM_NAME","SEQ_NO","ITM_TYPE","FLD_LEN","DECML","DSCR","update_stamp"
"RFQ_smoking","smq5a1_9999","19","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5a1_more","20","NUMBER","4","0","Were there other periods when you temporarily quit smoking regularly?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5astart2","21","NUMBER","4","0","At what age did you stop smoking again?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5astop2","22","NUMBER","4","0","At what age did you start smoking at least 1 cigarette per day again?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5a2_9999","23","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5a2_more","24","NUMBER","4","0","Were there other periods when you temporarily quit smoking regularly?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5astart3","25","NUMBER","4","0","At what age did you stop smoking again?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5astop3","26","NUMBER","4","0","At what age did you start smoking at least 1 cigarette per day again?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5a3_9999","27","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_smoking","smq5a3_more","28","NUMBER","4","0","Were there other periods when you temporarily quit smoking regularly?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq6_packs","29","NUMBER","4","1","6) During the time that you regularly smoked, on average, how much did you smoke per day? (packs or cigarettes, 1 pack=20 cigarettes)","2018-05-24 11:27:10.0"
"RFQ_smoking","smq6_cigs","30","NUMBER","4","1","6) During the time that you regularly smoked, on average, how much did you smoke per day? (packs or cigarettes, 1 pack=20 cigarettes)","2018-05-24 11:27:10.0"
"RFQ_smoking","smq6_9999","31","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_smoking","smq7","32","NUMBER","4","0","7) Have you ever used smokeless tobacco such as chewing tobacco or snuff regularly, that is, at least once per day for 6 months or longer?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq8_age","33","NUMBER","4","0","8) At what age (or in what year) did you first start regularly using smokeless tobacco?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq8_year","34","NUMBER","4","0","8) At what age (or in what year) did you first start regularly using smokeless tobacco?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq8_9999","35","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_smoking","smq9","36","NUMBER","4","0","Do you currently smoke smokeless tobacco?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq9_age","37","NUMBER","4","0","9) At what age (or in what year) did you last stop regularly using smokeless tobacco?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq9_year","38","NUMBER","4","0","9) At what age (or in what year) did you last stop regularly using smokeless tobacco?","2018-05-24 11:27:10.0"
"RFQ_smoking","smq9_9999","39","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_smoking","smcomment","40","CHAR","500","","Comments: If you have any additional information about your use of tobacco, please provide it here.","2018-05-24 11:27:10.0"
"RFQ_smoking","smoking_complete","41","NUMBER","4","0","if smoking completed","2018-05-24 11:27:10.0"
"RFQ_caffeine","","0","","","","caffeine","2018-05-24 11:27:10.0"
"RFQ_caffeine","patno","1","NUMBER","6","0","PPMI patient number","2018-05-24 11:27:10.0"
"RFQ_caffeine","caffeine_timestamp","2","CHAR","19","","caffeine date stamp","2018-05-24 11:27:10.0"
"RFQ_caffeine","datacompcf","3","CHAR","11","","Date of completion","2018-05-24 11:27:10.0"
"RFQ_caffeine","compbycf","4","NUMBER","4","0","These questions were primarily completed by:","2018-05-24 11:27:10.0"
"RFQ_caffeine","compby_relativespecifycf","5","CHAR","50","","Specify other relative","2018-05-24 11:27:10.0"
"RFQ_caffeine","compby_otherspecifycf","6","CHAR","50","","Specify someone else","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa1","7","NUMBER","4","0","A1) In your lifetime, have you ever regularly drunk caffeinated coffee, that is, at least once per WEEK for 6 months or longer?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa2age","8","NUMBER","4","0","A2) At what age (or in what year) did you first start regularly drinking caffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa2year","9","NUMBER","4","0","A2) At what age (or in what year) did you first start regularly drinking caffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa2_9999","10","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfa3","11","NUMBER","4","0","A3) Do you currently drink caffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa3age","12","NUMBER","4","0","A3.1) At what age (or in what year) did you last stop regularly drinking caffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa3year","13","NUMBER","4","0","A3.1) At what age (or in what year) did you last stop regularly drinking caffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa3_9999","14","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4","15","NUMBER","4","0","A4) During all the years that you regularly drank caffeinated coffee, did you ever stop drinking it for a period of a year or more?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4astart1","16","NUMBER","4","0","At what age did you first stop drinking caffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4astop1","17","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4a1_9999","18","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4a1_more","19","NUMBER","4","0","Were there other periods when you temporarily stopped drinking caffeinated coffee regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4astart2","20","NUMBER","4","0","At what age did you stop drinking caffeinated coffee again ?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4astop2","21","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4a2_9999","22","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4a2_more","23","NUMBER","4","0","Were there other periods when you temporarily stopped drinking caffeinated coffee regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4astart3","24","NUMBER","4","0","At what age did you stop drinking caffeinated coffee again ?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4astop3","25","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa4a3_9999","26","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa5day","27","NUMBER","4","1","A5) During the time you were regularly drinking caffeinated coffee, on average, about how many cups per day did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa5week","28","NUMBER","4","1","A5) During the time you were regularly drinking caffeinated coffee, on average, about how many cups per week did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqa5_9999","29","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad1","30","NUMBER","4","0","B1) In your lifetime, have you ever regularly drunk decaffeinated coffee, that is, at least once per WEEK for 6 months or longer?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad2age","31","NUMBER","4","0","B2) At what age (or in what year) did you first start regularly drinking decaffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad2year","32","NUMBER","4","0","B2) At what age (or in what year) did you first start regularly drinking decaffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad2_9999","33","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfad3","34","NUMBER","4","0","B3) Do you currently drink decaffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad3age","35","NUMBER","4","0","B3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad3year","36","NUMBER","4","0","B3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad3_9999","37","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4","38","NUMBER","4","0","B4) During all the years that you regularly drank decaffeinated coffee, did you ever stop drinking it for a period of a year or more?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4astart1","39","NUMBER","4","0","At what age did you first stop drinking decaffeinated coffee?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4astop1","40","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4a1_9999","41","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4a1_more","42","NUMBER","4","0","Were there other periods when you temporarily stopped drinking decaffeinated coffee regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4astart2","43","NUMBER","4","0","At what age did you stop drinking decaffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4astop2","44","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4a2_9999","45","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4a2_more","46","NUMBER","4","0","Were there other periods when you temporarily stopped drinking decaffeinated coffee regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4astart3","47","NUMBER","4","0","At what age did you stop drinking decaffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4astop3","48","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated coffee again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad4a3_9999","49","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad5day","50","NUMBER","4","1","B5) During the time you were regularly drinking decaffeinated coffee, on average, about how many cups per day did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad5week","51","NUMBER","4","1","B5) During the time you were regularly drinking decaffeinated coffee, on average, about how many cups per week did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqad5_9999","52","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb1","53","NUMBER","4","0","C1) In your lifetime, have you ever regularly drunk hot or iced caffeinated black tea, that is, at least once per WEEK for 6 months or longer? (black tea includes most types of non-herbal tea, such as Lipton, Earl Grey and others)","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb2age","54","NUMBER","4","0","C2) At what age (or in what year) did you first start regularly drinking caffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb2year","55","NUMBER","4","0","C2) At what age (or in what year) did you first start regularly drinking caffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb2_9999","56","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfb3","57","NUMBER","4","0","C3) Do you currently regularly drink caffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb3age","58","NUMBER","4","0","C3.1) At what age (or in what year) did you last stop regularly drinking caffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb3year","59","NUMBER","4","0","C3.1) At what age (or in what year) did you last stop regularly drinking caffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb3_9999","60","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4","61","NUMBER","4","0","C4) During all the years that you regularly drank caffeinated black tea, did you ever stop drinking it for a period of a year or more?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4astart1","62","NUMBER","4","0","At what age did you first stop drinking caffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4astop1","63","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4a1_9999","64","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4a1_more","65","NUMBER","4","0","Were there other periods when you temporarily stopped drinking caffeinated black tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4astart2","66","NUMBER","4","0","At what age did you stop drinking caffeinated black tea  again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4astop2","67","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4a2_9999","68","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4a2_more","69","NUMBER","4","0","Were there other periods when you temporarily stopped drinking caffeinated black tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4astart3","70","NUMBER","4","0","At what age did you stop drinking caffeinated black tea  again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4astop3","71","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb4a3_9999","72","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb5day","73","NUMBER","4","1","C5) During the time you were regularly drinking caffeinated black tea, on average, about how many cups per day did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb5week","74","NUMBER","4","1","C5) During the time you were regularly drinking caffeinated black tea, on average, about how many cups per week did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqb5_9999","75","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd1","76","NUMBER","4","0","D1) In your lifetime, have you ever regularly drunk hot or iced decaffeinated black tea, that is, at least once per WEEK for 6 months or longer? (black tea includes most types of non-herbal tea, such as Lipton, Earl Grey and others)","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd2age","77","NUMBER","4","0","D2) At what age (or in what year) did you first start regularly drinking decaffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd2year","78","NUMBER","4","0","D2) At what age (or in what year) did you first start regularly drinking decaffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd2_9999","79","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfbd3","80","NUMBER","4","0","D3) Do you currently regularly drink decaffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd3age","81","NUMBER","4","0","D3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd3year","82","NUMBER","4","0","D3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd3_9999","83","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4","84","NUMBER","4","0","D4) During all the years that you regularly drank decaffeinated black tea, did you ever stop drinking it for a period of a year or more?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4astart1","85","NUMBER","4","0","At what age did you first stop drinking decaffeinated black tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4astop1","86","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4a1_9999","87","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4a1_more","88","NUMBER","4","0","Were there other periods when you temporarily stopped drinking decaffeinated black tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4astart2","89","NUMBER","4","0","At what age did you stop drinking decaffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4astop2","90","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4a2_9999","91","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4a2_more","92","NUMBER","4","0","Were there other periods when you temporarily stopped drinking decaffeinated black tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4astart3","93","NUMBER","4","0","At what age did you stop drinking decaffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4astop3","94","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated black tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd4a3_9999","95","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd5day","96","NUMBER","4","1","D5) During the time you were regularly drinking decaffeinated black tea, on average, about how many cups per day did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd5week","97","NUMBER","4","1","D5) During the time you were regularly drinking decaffeinated black tea, on average, about how many cups per week did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqbd5_9999","98","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc1","99","NUMBER","4","0","E1) In your lifetime, have you ever regularly drunk caffeinated green tea, that is, at least once per WEEK for 6 months or longer?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc2age","100","NUMBER","4","0","E2) At what age (or in what year) did you first start regularly drinking caffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc2year","101","NUMBER","4","0","E2) At what age (or in what year) did you first start regularly drinking caffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc2_9999","102","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfc3","103","NUMBER","4","0","E3) Do you currently regularly drink caffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc3age","104","NUMBER","4","0","E3.1) At what age (or in what year) did you last stop regularly drinking caffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc3year","105","NUMBER","4","0","E3.1) At what age (or in what year) did you last stop regularly drinking caffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc3_9999","106","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4","107","NUMBER","4","0","E4) During all the years that you regularly drank caffeinated green tea, did you ever stop drinking it for a period of a year or more?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4astart1","108","NUMBER","4","0","At what age did you first stop drinking caffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4astop1","109","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4a1_9999","110","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4a1_more","111","NUMBER","4","0","Were there other periods when you temporarily stopped drinking caffeinated green tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4astart2","112","NUMBER","4","0","At what age did you stop drinking caffeinated green tea  again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4astop2","113","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4a2_9999","114","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4a2_more","115","NUMBER","4","0","Were there other periods when you temporarily stopped drinking caffeinated green tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4astart3","116","NUMBER","4","0","At what age did you stop drinking caffeinated green tea  again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4astop3","117","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of caffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc4a3_9999","118","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc5day","119","NUMBER","4","1","E5) During the time you were regularly drinking caffeinated green tea, on average, about how many cups per day did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc5week","120","NUMBER","4","1","E5) During the time you were regularly drinking caffeinated green tea, on average, about how many cups per week did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqc5_9999","121","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd1","122","NUMBER","4","0","F1) In your lifetime, have you ever regularly drunk decaffeinated green tea, that is, at least once per WEEK for 6 months or longer?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd2age","123","NUMBER","4","0","F2) At what age (or in what year) did you first start regularly drinking decaffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd2year","124","NUMBER","4","0","F2) At what age (or in what year) did you first start regularly drinking decaffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd2_9999","125","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfcd3","126","NUMBER","4","0","F3) Do you currently regularly drink decaffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd3age","127","NUMBER","4","0","F3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd3year","128","NUMBER","4","0","F3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd3_9999","129","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4","130","NUMBER","4","0","F4) During all the years that you regularly drank decaffeinated green tea, did you ever stop drinking it for a period of a year or more?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4astart1","131","NUMBER","4","0","At what age did you first stop drinking decaffeinated green tea?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4astop1","132","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4a1_9999","133","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4a1_more","134","NUMBER","4","0","Were there other periods when you temporarily stopped drinking decaffeinated green tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4astart2","135","NUMBER","4","0","At what age did you stop drinking decaffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4astop2","136","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4a2_9999","137","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4a2_more","138","NUMBER","4","0","Were there other periods when you temporarily stopped drinking decaffeinated green tea regularly?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4astart3","139","NUMBER","4","0","At what age did you stop drinking decaffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4astop3","140","NUMBER","4","0","At what age did you start drinking at least 1 cup per week of decaffeinated green tea again?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd4a3_9999","141","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd5day","142","NUMBER","4","1","F5) During the time you were regularly drinking decaffeinated green tea, on average, about how many cups per day did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd5week","143","NUMBER","4","1","F5) During the time you were regularly drinking decaffeinated green tea, on average, about how many cups per week did you drink?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqcd5_9999","144","NUMBER","4","0","Don't know/prefer not to answer","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqd0","145","NUMBER","4","0","G) In your lifetime, have you ever regularly drunk caffeinated soda, that is, at least once per WEEK for 6 months or longer?","2018-05-24 11:27:10.0"
"RFQ_caffeine","cfqd1","146","NUMBER","4","0","G1) In your lifetime, have you ever regularly drunk caffeinated REGULAR soda, that is, at least once per WEEK for 6 months or longer?","2018-05-24 11:27:10.0"
